Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2021,1,Aguascalientes,1,Aguascalientes,5,Jesús María,6,Caprino,1,Carne,15.32,21.79,64.89,994.15,703.00
2021,1,Aguascalientes,1,Aguascalientes,5,Jesús María,6,Caprino,3,Ganado en pie,29.17,41.49,32.02,934.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,5,Jesús María,12,Ovino,1,Carne,60.39,25.27,77.43,4675.85,2390.00
2021,1,Aguascalientes,1,Aguascalientes,5,Jesús María,12,Ovino,3,Ganado en pie,116.69,48.82,36.73,4286.39,0.00
2021,1,Aguascalientes,1,Aguascalientes,5,Jesús María,14,Porcino,1,Carne,611.49,83.85,45.28,27685.90,7293.00
2021,1,Aguascalientes,1,Aguascalientes,5,Jesús María,14,Porcino,3,Ganado en pie,822.35,112.76,28.74,23632.10,0.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,1,Abeja,7,Miel,27.51,0,48.42,"1,332.16",0
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave,1,Carne,70724.80,1.53,35.04,2478010.00,46335068.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave,8,Ganado en pie,94957.10,2.05,24.70,2345550.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,1,Carne,1216.31,265.69,80.44,97837.30,4578.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,3,Ganado en pie,2193.13,479.06,41.96,92014.30,0.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,6,Leche,"37,531.80",0,6.54,"245,553",0
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,6,Caprino,1,Carne,13.71,21.80,64.87,889.43,629.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,6,Caprino,3,Ganado en pie,26.03,41.38,32.11,835.82,0.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,12,Ovino,1,Carne,76.76,24.88,77.29,5932.40,3085.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,12,Ovino,3,Ganado en pie,147.85,47.93,36.15,5344.61,0.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,14,Porcino,1,Carne,5331.67,86.16,45.26,241311.00,61879.00
2021,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,14,Porcino,3,Ganado en pie,7000.69,113.14,28.65,200603.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,1,Abeja,7,Miel,15.9,0,48.42,769.92,0
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,3,Ave,1,Carne,29789.60,1.53,35.20,1048490.00,19460167.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,3,Ave,8,Ganado en pie,40096.00,2.06,24.96,1000730.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,1,Carne,4111.20,255.42,80.53,331066.00,16096.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,3,Ganado en pie,7411.66,460.47,42.88,317811.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,6,Leche,"48,178.50",0,6.56,"315,955",0
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,6,Caprino,1,Carne,3.01,21.65,65.05,195.79,139.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,6,Caprino,3,Ganado en pie,5.69,40.94,32.24,183.45,0.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,12,Ovino,1,Carne,55.76,25.54,77.43,4317.40,2183.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,12,Ovino,3,Ganado en pie,106.97,49.00,37.21,3980.57,0.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,14,Porcino,1,Carne,193.33,81.88,45.19,8737.17,2361.00
2021,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,14,Porcino,3,Ganado en pie,265.77,112.57,28.64,7612.77,0.00
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,1,Abeja,7,Miel,10.63,0,48.42,514.7,0
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,1,Carne,9873.10,260.27,80.86,798369.00,37934.00
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,3,Ganado en pie,17692.50,466.40,43.14,763341.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,6,Leche,"7,602.85",0,6.43,"48,854.90",0
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,6,Caprino,1,Carne,1.94,20.64,64.91,125.92,94.00
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,6,Caprino,3,Ganado en pie,3.69,39.26,32.10,118.46,0.00
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,12,Ovino,1,Carne,8.13,24.94,75.40,612.99,326.00
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,12,Ovino,3,Ganado en pie,15.55,47.70,36.16,562.30,0.00
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,14,Porcino,1,Carne,116.93,83.17,45.17,5281.53,1406.00
2021,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,14,Porcino,3,Ganado en pie,161.61,114.94,28.60,4621.67,0.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,1,Abeja,7,Miel,24.12,0,48.42,"1,167.78",0
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,3,Ave,1,Carne,15996.60,1.53,35.29,564472.00,10455892.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,3,Ave,8,Ganado en pie,21536.10,2.06,24.97,537847.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,1,Carne,527.63,259.28,80.67,42566.40,2035.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,3,Ganado en pie,951.23,467.43,42.34,40271.90,0.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,6,Leche,"35,616.50",0,6.47,"230,606",0
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,6,Caprino,1,Carne,24.35,21.21,64.88,1579.77,1148.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,6,Caprino,3,Ganado en pie,46.59,40.58,32.17,1498.76,0.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,12,Ovino,1,Carne,10.76,25.68,75.34,810.65,419.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,12,Ovino,3,Ganado en pie,20.46,48.83,36.15,739.61,0.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,14,Porcino,1,Carne,5173.43,85.88,45.27,234189.00,60241.00
2021,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,14,Porcino,3,Ganado en pie,6788.16,112.68,28.66,194547.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,1,Abeja,7,Miel,137.08,0,48.42,"6,637.09",0
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Ave,1,Carne,47205.30,1.53,35.20,1661830.00,30767131.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Ave,8,Ganado en pie,63193.80,2.05,24.76,1564570.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,1,Carne,464.98,262.40,80.40,37385.00,1772.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,3,Ganado en pie,831.86,469.45,42.39,35264.50,0.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,6,Leche,"17,942.70",0,6.5,"116,671",0
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,6,Caprino,1,Carne,2.68,21.79,65.01,174.23,123.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,6,Caprino,3,Ganado en pie,5.10,41.46,32.16,164.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,12,Ovino,1,Carne,26.71,25.17,75.32,2011.80,1061.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,12,Ovino,3,Ganado en pie,50.93,48.00,35.76,1821.08,0.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,14,Porcino,1,Carne,152.48,81.71,45.20,6891.37,1866.00
2021,1,Aguascalientes,1,Aguascalientes,10,El Llano,14,Porcino,3,Ganado en pie,209.70,112.38,28.65,6007.71,0.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,1,Abeja,7,Miel,71.23,0,48.42,"3,448.67",0
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Ave,1,Carne,46620.80,1.53,35.23,1642500.00,30441385.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Ave,8,Ganado en pie,62488.70,2.05,24.73,1545580.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,1,Carne,334.99,252.06,80.63,27010.30,1329.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,3,Ganado en pie,610.13,459.09,42.28,25794.00,0.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,6,Leche,"32,810.50",0,6.51,"213,751",0
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,6,Caprino,1,Carne,2.36,21.85,64.98,153.35,108.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,6,Caprino,3,Ganado en pie,4.49,41.57,32.04,143.85,0.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,12,Ovino,1,Carne,133.98,25.44,77.43,10373.90,5267.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,12,Ovino,3,Ganado en pie,258.08,49.00,37.06,9563.47,0.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,14,Porcino,1,Carne,107.97,81.73,45.25,4885.83,1321.00
2021,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,14,Porcino,3,Ganado en pie,148.29,112.26,28.70,4255.61,0.00
2021,2,Baja California,2,Ensenada,1,Ensenada,1,Abeja,2,Cera,2.8,0,48,134.4,0
2021,2,Baja California,2,Ensenada,1,Ensenada,1,Abeja,7,Miel,131,0,48,"6,288",0
2021,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,1,Carne,946.63,1.83,34.20,32371.76,516699.00
2021,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,4,Huevo plato,388.57,0,21.87,"8,498.37",0
2021,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,8,Ganado en pie,1263.48,2.45,24.22,30605.18,0.00
2021,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,1,Carne,2139.43,284.50,64.45,137889.00,7520.00
2021,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,3,Ganado en pie,3871.30,514.80,32.84,127143.60,0.00
2021,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,6,Leche,"29,604.30",0,6.67,"197,438.59",0
2021,2,Baja California,2,Ensenada,1,Ensenada,6,Caprino,1,Carne,26.49,19.72,78.19,2071.31,1343.00
2021,2,Baja California,2,Ensenada,1,Ensenada,6,Caprino,3,Ganado en pie,51.59,38.41,37.63,1941.29,0.00
2021,2,Baja California,2,Ensenada,1,Ensenada,12,Ovino,1,Carne,32.13,20.36,79.91,2567.48,1578.00
2021,2,Baja California,2,Ensenada,1,Ensenada,12,Ovino,3,Ganado en pie,62.03,39.31,39.36,2441.26,0.00
2021,2,Baja California,2,Ensenada,1,Ensenada,14,Porcino,1,Carne,309.31,87.55,38.40,11877.73,3533.00
2021,2,Baja California,2,Ensenada,1,Ensenada,14,Porcino,3,Ganado en pie,403.06,114.08,27.02,10891.10,0.00
2021,2,Baja California,2,Ensenada,3,Tecate,1,Abeja,2,Cera,0.11,0,45.82,5.04,0
2021,2,Baja California,2,Ensenada,3,Tecate,1,Abeja,7,Miel,3.7,0,50,185,0
2021,2,Baja California,2,Ensenada,3,Tecate,3,Ave,4,Huevo plato,452.91,0,21.84,"9,889.61",0
2021,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,1,Carne,3162.16,290.43,64.11,202740.00,10888.00
2021,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,3,Ganado en pie,5294.16,486.24,34.04,180199.00,0.00
2021,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,6,Leche,"57,707.50",0,6.78,"391,196",0
2021,2,Baja California,2,Ensenada,3,Tecate,6,Caprino,1,Carne,9.29,19.64,78.38,728.15,473.00
2021,2,Baja California,2,Ensenada,3,Tecate,6,Caprino,3,Ganado en pie,18.00,38.05,37.53,675.53,0.00
2021,2,Baja California,2,Ensenada,3,Tecate,12,Ovino,1,Carne,8.02,20.67,79.40,636.80,388.00
2021,2,Baja California,2,Ensenada,3,Tecate,12,Ovino,3,Ganado en pie,15.46,39.85,39.09,604.31,0.00
2021,2,Baja California,2,Ensenada,3,Tecate,14,Porcino,1,Carne,16.47,87.61,39.19,645.44,188.00
2021,2,Baja California,2,Ensenada,3,Tecate,14,Porcino,3,Ganado en pie,21.96,116.81,27.28,599.04,0.00
2021,2,Baja California,2,Ensenada,4,Tijuana,1,Abeja,2,Cera,0.16,0,46.5,7.44,0
2021,2,Baja California,2,Ensenada,4,Tijuana,1,Abeja,7,Miel,3.8,0,50,190,0
2021,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,1,Carne,123.47,1.88,34.00,4197.68,65757.00
2021,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,4,Huevo plato,"3,230.93",0,21.69,"70,089.90",0
2021,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,8,Ganado en pie,168.63,2.56,23.70,3995.85,0.00
2021,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,1,Carne,155.66,265.18,63.76,9924.27,587.00
2021,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,3,Ganado en pie,278.73,474.84,33.49,9335.86,0.00
2021,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,6,Leche,"71,503.40",0,6.76,"483,425",0
2021,2,Baja California,2,Ensenada,4,Tijuana,6,Caprino,1,Carne,26.05,19.65,78.42,2042.72,1326.00
2021,2,Baja California,2,Ensenada,4,Tijuana,6,Caprino,3,Ganado en pie,50.52,38.10,37.59,1899.01,0.00
2021,2,Baja California,2,Ensenada,4,Tijuana,12,Ovino,1,Carne,37.20,21.18,80.01,2976.35,1756.00
2021,2,Baja California,2,Ensenada,4,Tijuana,12,Ovino,3,Ganado en pie,70.66,40.24,39.13,2765.07,0.00
2021,2,Baja California,2,Ensenada,4,Tijuana,14,Porcino,1,Carne,203.27,88.57,38.26,7776.85,2295.00
2021,2,Baja California,2,Ensenada,4,Tijuana,14,Porcino,3,Ganado en pie,263.91,114.99,27.15,7163.96,0.00
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,1,Abeja,2,Cera,0.04,0,50.5,2.02,0
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,1,Abeja,7,Miel,1.45,0,50,72.5,0
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,1,Carne,187.40,271.59,62.49,11710.80,690.00
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,3,Ganado en pie,338.89,491.14,32.86,11135.60,0.00
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,6,Leche,"27,743.80",0,6.72,"186,429",0
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,6,Caprino,1,Carne,20.49,19.85,78.50,1608.45,1032.00
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,6,Caprino,3,Ganado en pie,39.24,38.02,37.46,1469.81,0.00
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,12,Ovino,1,Carne,39.40,21.14,79.60,3136.05,1864.00
2021,2,Baja California,2,Ensenada,5,Playas de Rosarito,12,Ovino,3,Ganado en pie,74.50,39.97,39.39,2934.40,0.00
2021,2,Baja California,3,Río Colorado,2,Mexicali,1,Abeja,2,Cera,3.43,0,47.97,164.54,0
2021,2,Baja California,3,Río Colorado,2,Mexicali,1,Abeja,7,Miel,143.94,0,48.72,"7,012.06",0
2021,2,Baja California,3,Río Colorado,2,Mexicali,3,Ave,4,Huevo plato,"26,836.29",0,21.58,"579,061.72",0
2021,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,1,Carne,106237.06,290.48,66.87,7104486.81,365730.00
2021,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,3,Ganado en pie,177437.91,485.16,35.69,6333150.67,0.00
2021,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,6,Leche,"18,311.49",0,6.82,"124,874.65",0
2021,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,1,Carne,128.66,19.41,78.42,10089.09,6629.00
2021,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,3,Ganado en pie,250.52,37.79,37.50,9393.71,0.00
2021,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,6,Leche,486.86,0,6.21,"3,025.05",0
2021,2,Baja California,3,Río Colorado,2,Mexicali,12,Ovino,1,Carne,184.40,20.60,79.88,14729.27,8953.00
2021,2,Baja California,3,Río Colorado,2,Mexicali,12,Ovino,3,Ganado en pie,354.77,39.63,39.10,13870.05,0.00
2021,2,Baja California,3,Río Colorado,2,Mexicali,14,Porcino,1,Carne,548.29,87.56,37.94,20803.19,6262.00
2021,2,Baja California,3,Río Colorado,2,Mexicali,14,Porcino,3,Ganado en pie,705.91,112.73,27.33,19295.53,0.00
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,1,Carne,697.86,238.67,43.44,30313.70,2924.00
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,3,Ganado en pie,1279.96,437.74,23.05,29504.90,0.00
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,6,Leche,316.86,0,7.08,"2,243.82",0
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,1,Carne,14.89,22.63,54.57,812.49,658.00
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,3,Ganado en pie,28.44,43.22,24.50,696.65,0.00
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,6,Leche,712.93,0,6.15,"4,381.78",0
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,12,Ovino,1,Carne,11.06,23.04,77.36,855.58,480.00
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,12,Ovino,3,Ganado en pie,21.08,43.92,38.47,810.85,0.00
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,14,Porcino,1,Carne,117.65,69.25,35.40,4164.46,1699.00
2021,3,Baja California Sur,4,Mulegé,2,Mulegé,14,Porcino,3,Ganado en pie,157.56,92.74,22.68,3573.24,0.00
2021,3,Baja California Sur,5,Comondú,1,Comondú,1,Abeja,7,Miel,10.54,0,51.34,541.13,0
2021,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,1,Carne,220.88,1.63,40.55,8957.45,135807.00
2021,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,4,Huevo plato,610.03,0,23.35,"14,246.40",0
2021,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,8,Ganado en pie,285.55,2.10,28.92,8257.54,0.00
2021,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,1,Carne,1559.49,235.50,68.77,107246.00,6622.00
2021,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,3,Ganado en pie,2839.43,428.79,37.28,105863.00,0.00
2021,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,6,Leche,"22,021",0,6.87,"151,357",0
